Cluster Number, Weight Method, Reference Weight (factor 2), File Weight, Function Weight, Distance Function, Closest Centroids Init, Precision, Recall, Fmeasure, AdjustedPrecision, AverageClusterPrecision, AverageClusterRecall, AverageClusterAdjustedPrecision, MojoFM, SilhuetteIndex, NonExtremityClusterDistributionL5U100, IntraSimilarityReg1.0, IntraSimilarityReg2.0, IntraSimilarityReg3.0, IntraSimilarityReg4.0, IntraSimilarityReg5.0, IntraInterDistanceIntra1.0Inter1.0, AverageClusterIntraInterDistanceIntra1.0Inter1.0, Time Taken(ms), 
43, TermFrequencyInverseDocumentFrequencyWeight, 0.0, 0, 0, CosineDistance, 1, 0.68421054, 0.18224299, 0.28782287, 0.76754385, 0.36190474, 0.3087366, 0.40299004, 50.0, -0.0017876468, 0.2631579, 0.3755859, 0.2693691, 0.19748521, 0.14809972, 0.11364903, -0.5755525, NaN, 66, 
44, TermFrequencyInverseDocumentFrequencyWeight, 0.0, 0, 0, CosineDistance, 1, 0.74285716, 0.18224299, 0.29268292, 0.8333333, 0.38030303, 0.3087366, 0.42045453, 52.380955, -0.0017876468, 0.18947369, 0.37403944, 0.27317968, 0.20365983, 0.15497832, 0.12035229, -0.59226465, NaN, 68, 
45, TermFrequencyInverseDocumentFrequencyWeight, 0.0, 0, 0, CosineDistance, 1, 0.75, 0.18224299, 0.29323307, 0.83413464, 0.37185186, 0.3087366, 0.39444444, 52.380955, -0.0015997692, 0.18947369, 0.35322237, 0.26007202, 0.19517416, 0.14930598, 0.116423815, -0.59450865, NaN, 70, 
46, TermFrequencyInverseDocumentFrequencyWeight, 0.0, 0, 0, CosineDistance, 1, 0.75238097, 0.18457943, 0.29643527, 0.8357143, 0.36376813, 0.3103239, 0.38586956, 51.19048, -0.0060497085, 0.2, 0.34806272, 0.25839743, 0.19565599, 0.15105803, 0.118859865, -0.59580857, NaN, 71, 
47, TermFrequencyInverseDocumentFrequencyWeight, 0.0, 0, 0, CosineDistance, 1, 0.7647059, 0.18224299, 0.29433963, 0.8415033, 0.37375888, 0.29841915, 0.39243504, 51.19048, -0.0058361203, 0.2, 0.3421628, 0.25483644, 0.19336873, 0.14946434, 0.11764761, -0.6013839, NaN, 73, 
48, TermFrequencyInverseDocumentFrequencyWeight, 0.0, 0, 0, CosineDistance, 1, 0.76, 0.17757009, 0.28787875, 0.83833337, 0.36597225, 0.29758373, 0.3842593, 50.0, -0.0039951294, 0.2, 0.3361094, 0.2507261, 0.19034351, 0.14709748, 0.11571836, -0.6083488, NaN, 73, 
49, TermFrequencyInverseDocumentFrequencyWeight, 0.0, 0, 0, CosineDistance, 1, 0.75757575, 0.17523365, 0.28462997, 0.8367004, 0.33809525, 0.29716602, 0.35600913, 48.80952, -0.0039084344, 0.2, 0.31734425, 0.23866367, 0.18240705, 0.14173168, 0.11197776, -0.61050355, NaN, 75, 
50, TermFrequencyInverseDocumentFrequencyWeight, 0.0, 0, 0, CosineDistance, 1, 0.7525773, 0.17056075, 0.27809525, 0.8333334, 0.3313333, 0.29036328, 0.3488889, 47.619045, -0.0039084344, 0.2, 0.31688997, 0.24391203, 0.19166972, 0.15382537, 0.12607133, -0.61470807, NaN, 77, 
51, TermFrequencyInverseDocumentFrequencyWeight, 0.0, 0, 0, CosineDistance, 1, 0.75789475, 0.1682243, 0.2753346, 0.8333334, 0.31830066, 0.2784585, 0.3398693, 46.428574, -0.002342124, 0.2, 0.31368575, 0.24320824, 0.19207926, 0.15461408, 0.12687212, -0.6181111, NaN, 78, 
52, TermFrequencyInverseDocumentFrequencyWeight, 0.0, 0, 0, CosineDistance, 1, 0.7553192, 0.16588785, 0.27203065, 0.8315603, 0.29294872, 0.27131563, 0.3141026, 45.238094, -0.002342124, 0.2, 0.29600412, 0.23147461, 0.18411086, 0.14905135, 0.122863755, -0.62008524, NaN, 81, 
53, TermFrequencyInverseDocumentFrequencyWeight, 0.0, 0, 0, CosineDistance, 1, 0.8255814, 0.16588785, 0.2762646, 0.86240315, 0.3163522, 0.27131563, 0.33207548, 46.428574, -7.9364236E-4, 0.1368421, 0.30420023, 0.23714912, 0.18794028, 0.15154204, 0.12439111, -0.6410432, NaN, 82, 
54, TermFrequencyInverseDocumentFrequencyWeight, 0.0, 0, 0, CosineDistance, 1, 0.86585367, 0.16588785, 0.2784314, 0.90447164, 0.31790122, 0.27131563, 0.33333334, 46.428574, -7.9364236E-4, 0.1368421, 0.30116922, 0.23731035, 0.19044684, 0.15574858, 0.1298051, -0.6492115, NaN, 83, 
55, TermFrequencyInverseDocumentFrequencyWeight, 0.0, 0, 0, CosineDistance, 1, 0.8607595, 0.1588785, 0.26824456, 0.9008439, 0.31212124, 0.26111156, 0.3272727, 45.238094, -7.9364236E-4, 0.1368421, 0.2972518, 0.23541255, 0.18979838, 0.15583248, 0.13027988, -0.6544703, NaN, 86, 
56, TermFrequencyInverseDocumentFrequencyWeight, 0.0, 0, 0, CosineDistance, 1, 0.9189189, 0.1588785, 0.27091634, 0.927928, 0.3125, 0.26111156, 0.32440478, 45.238094, -0.003987846, 0.07368421, 0.29186592, 0.23110892, 0.18631533, 0.15297398, 0.1278989, -0.65357316, NaN, 49, 
57, TermFrequencyInverseDocumentFrequencyWeight, 0.0, 0, 0, CosineDistance, 1, 0.91780823, 0.15654206, 0.26746505, 0.9269407, 0.28947368, 0.2577102, 0.3011696, 44.04762, -0.003987846, 0.07368421, 0.27537352, 0.21968307, 0.17826854, 0.14719307, 0.123647474, -0.65571856, NaN, 51, 
58, TermFrequencyInverseDocumentFrequencyWeight, 0.0, 0, 0, CosineDistance, 1, 0.95714283, 0.15654206, 0.26907632, 0.96666676, 0.29310346, 0.2577102, 0.30459774, 44.04762, -0.003987846, 0.07368421, 0.27305123, 0.2196263, 0.17951097, 0.14910571, 0.12582967, -0.6672593, NaN, 52, 
59, TermFrequencyInverseDocumentFrequencyWeight, 0.0, 0, 0, CosineDistance, 1, 0.953125, 0.14252336, 0.24796747, 0.9635417, 0.30508474, 0.24580543, 0.3163842, 42.85714, -6.373525E-4, 0.07368421, 0.28594115, 0.2331953, 0.19304623, 0.16216397, 0.13815084, -0.6910186, NaN, 52, 
60, TermFrequencyInverseDocumentFrequencyWeight, 0.0, 0, 0, CosineDistance, 1, 0.95238096, 0.14018692, 0.24439918, 0.962963, 0.28333333, 0.17437688, 0.29444447, 41.666668, -6.373525E-4, 0.07368421, 0.27003816, 0.22186631, 0.18485548, 0.1561379, 0.13362755, -0.69364154, NaN, 54, 
61, TermFrequencyInverseDocumentFrequencyWeight, 0.0, 0, 0, CosineDistance, 1, 0.9516129, 0.13785046, 0.24081631, 0.9623656, 0.26229507, 0.17359196, 0.27322406, 40.476192, -6.373525E-4, 0.07368421, 0.25460064, 0.21083385, 0.17685798, 0.15024212, 0.12919621, -0.6962697, NaN, 54, 
62, TermFrequencyInverseDocumentFrequencyWeight, 0.0, 0, 0, CosineDistance, 1, 0.9672131, 0.13785046, 0.2413088, 0.9672131, 0.2580645, 0.17359196, 0.2580645, 40.476192, -6.373525E-4, 0.07368421, 0.23949298, 0.19992968, 0.16888744, 0.144328, 0.12473137, -0.6987321, NaN, 55, 
63, TermFrequencyInverseDocumentFrequencyWeight, 0.0, 0, 0, CosineDistance, 1, 0.98333335, 0.13785046, 0.24180326, 0.98333335, 0.25396827, 0.17359196, 0.25396827, 40.476192, -6.373525E-4, 0.07368421, 0.2248452, 0.1893447, 0.16114227, 0.1385765, 0.12038682, -0.7012498, NaN, 55, 
64, TermFrequencyInverseDocumentFrequencyWeight, 0.0, 0, 0, CosineDistance, 1, 0.98, 0.11448598, 0.20502092, 0.98, 0.265625, 0.15771893, 0.265625, 39.285713, 0.0, 0.0, 0.23489513, 0.198119, 0.16874795, 0.14512974, 0.12600394, -0.7296311, NaN, 56, 
65, TermFrequencyInverseDocumentFrequencyWeight, 0.0, 0, 0, CosineDistance, 1, 0.97727275, 0.10046729, 0.18220338, 0.97727275, 0.2769231, 0.14819513, 0.2769231, 38.095238, -1.6128363E-4, 0.0, 0.24641894, 0.20949651, 0.17960641, 0.15525866, 0.13530105, -0.7599986, NaN, 57, 
66, TermFrequencyInverseDocumentFrequencyWeight, 0.0, 0, 0, CosineDistance, 1, 0.97619045, 0.095794395, 0.17446807, 0.97619045, 0.27272728, 0.1243856, 0.27272728, 36.904762, -1.6128363E-4, 0.0, 0.2448093, 0.20999172, 0.18165003, 0.15841828, 0.13924171, -0.7670242, NaN, 57, 
67, TermFrequencyInverseDocumentFrequencyWeight, 0.0, 0, 0, CosineDistance, 1, 0.9756098, 0.093457945, 0.1705757, 0.9756098, 0.25373134, 0.12360067, 0.25373134, 35.714287, -1.6128363E-4, 0.0, 0.23037481, 0.19907069, 0.17331441, 0.15199131, 0.13422912, -0.7711234, NaN, 58, 
68, TermFrequencyInverseDocumentFrequencyWeight, 0.0, 0, 0, CosineDistance, 1, 0.975, 0.091121495, 0.16666666, 0.975, 0.23529412, 0.12318296, 0.23529412, 34.523808, -1.6128363E-4, 0.0, 0.21631402, 0.18839721, 0.16514395, 0.14567614, 0.12929405, -0.7753138, NaN, 59, 
69, TermFrequencyInverseDocumentFrequencyWeight, 0.0, 0, 0, CosineDistance, 1, 0.9736842, 0.086448595, 0.15879828, 0.9736842, 0.23188406, 0.12000836, 0.23188406, 33.333332, 0.0, 0.0, 0.21489768, 0.18865843, 0.16666216, 0.14811811, 0.13239667, -0.7821021, NaN, 60, 
70, TermFrequencyInverseDocumentFrequencyWeight, 0.0, 0, 0, CosineDistance, 1, 1.0, 0.086448595, 0.15913978, 1.0, 0.22857143, 0.12000836, 0.22857143, 33.333332, 0.0, 0.0, 0.20111477, 0.17792961, 0.15825675, 0.14148432, 0.12711737, -0.7860596, NaN, 60, 
71, TermFrequencyInverseDocumentFrequencyWeight, 0.0, 0, 0, CosineDistance, 1, 1.0, 0.08411215, 0.15517242, 1.0, 0.2112676, 0.108103596, 0.2112676, 32.14286, 0.0, 0.0, 0.1875755, 0.16728462, 0.14984079, 0.13478838, 0.12175173, -0.7898642, NaN, 61, 
72, TermFrequencyInverseDocumentFrequencyWeight, 0.0, 0, 0, CosineDistance, 1, 1.0, 0.07943925, 0.14718615, 1.0, 0.20833333, 0.10130088, 0.20833333, 30.952381, 0.0, 0.0, 0.18645038, 0.16760384, 0.15130247, 0.13714324, 0.124794245, -0.79583436, NaN, 62, 
73, TermFrequencyInverseDocumentFrequencyWeight, 0.0, 0, 0, CosineDistance, 1, 1.0, 0.07476635, 0.13913043, 1.0, 0.20547946, 0.09449815, 0.20547946, 29.761904, 0.0, 0.0, 0.18455194, 0.16641238, 0.15062562, 0.13683286, 0.12473722, -0.80222, NaN, 63, 
74, TermFrequencyInverseDocumentFrequencyWeight, 0.0, 0, 0, CosineDistance, 1, 1.0, 0.07009346, 0.13100436, 1.0, 0.2027027, 0.0905299, 0.2027027, 28.571426, 0.0, 0.0, 0.18245378, 0.16478033, 0.14931104, 0.13573289, 0.12378145, -0.8134167, NaN, 63, 
75, TermFrequencyInverseDocumentFrequencyWeight, 0.0, 0, 0, CosineDistance, 1, 1.0, 0.06775701, 0.12691467, 1.0, 0.18666667, 0.08854576, 0.18666667, 27.380955, 0.0, 0.0, 0.16943692, 0.15418144, 0.1406508, 0.12862886, 0.11792838, -0.81765187, NaN, 64, 
76, TermFrequencyInverseDocumentFrequencyWeight, 0.0, 0, 0, CosineDistance, 1, 1.0, 0.058411215, 0.11037527, 1.0, 0.19736843, 0.086874925, 0.19736843, 26.190477, 0.0, 0.0, 0.18015212, 0.1647917, 0.15106319, 0.13877173, 0.12774767, -0.83046097, NaN, 65, 
77, TermFrequencyInverseDocumentFrequencyWeight, 0.0, 0, 0, CosineDistance, 1, 1.0, 0.056074765, 0.10619469, 1.0, 0.18181819, 0.0848908, 0.18181819, 25.0, 0.0, 0.0, 0.16686025, 0.15341535, 0.14131227, 0.13040082, 0.120549105, -0.8338207, NaN, 67, 
78, TermFrequencyInverseDocumentFrequencyWeight, 0.0, 0, 0, CosineDistance, 1, 1.0, 0.05373832, 0.101995565, 1.0, 0.16666667, 0.0833035, 0.16666667, 23.809523, 0.0, 0.0, 0.1538234, 0.14218535, 0.13162677, 0.122036174, 0.11331459, -0.83714163, NaN, 68, 
79, TermFrequencyInverseDocumentFrequencyWeight, 0.0, 0, 0, CosineDistance, 1, 1.0, 0.05140187, 0.09777778, 1.0, 0.15189873, 0.081716195, 0.15189873, 22.619045, 0.0, 0.0, 0.14100155, 0.13104305, 0.12193444, 0.11359612, 0.10595647, -0.8402942, NaN, 67, 
80, TermFrequencyInverseDocumentFrequencyWeight, 0.0, 0, 0, CosineDistance, 1, 1.0, 0.049065422, 0.093541205, 1.0, 0.1375, 0.07831484, 0.1375, 21.428574, 0.0, 0.0, 0.12841174, 0.120026566, 0.112286806, 0.105139755, 0.09853719, -0.8433707, NaN, 68, 
81, TermFrequencyInverseDocumentFrequencyWeight, 0.0, 0, 0, CosineDistance, 1, 1.0, 0.039719626, 0.0764045, 1.0, 0.14814815, 0.07037833, 0.14814815, 20.238096, 0.0, 0.0, 0.13921191, 0.13092199, 0.123227775, 0.11608286, 0.109444685, -0.8539763, NaN, 68, 
82, TermFrequencyInverseDocumentFrequencyWeight, 0.0, 0, 0, CosineDistance, 1, 1.0, 0.037383176, 0.07207207, 1.0, 0.13414635, 0.06879103, 0.13414635, 19.047619, 0.0, 0.0, 0.12659001, 0.11953968, 0.112959154, 0.10681492, 0.101076044, -0.85687196, NaN, 69, 
